Created: 25.01.2023 17:19:57; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:20:02; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:20:07; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:20:12; Vehicle Id:  DD-1111-DD;  Summa: 3,5

Created: 25.01.2023 17:20:22; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:20:27; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:20:32; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:20:37; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:20:42; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:20:47; Vehicle Id:  DD-1111-DD;  Summa: 3,5

Created: 25.01.2023 17:29:13; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:18; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:23; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:28; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:33; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:38; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:43; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:48; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:53; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:29:58; Vehicle Id:  SS-1111-SS;  Summa: 3,5
Created: 25.01.2023 17:30:03; Vehicle Id:  SS-1111-SS;  Summa: 3,5

Created: 25.01.2023 17:35:02; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:07; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:12; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:17; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:22; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:27; Vehicle Id:  DD-1111-DD;  Summa: 3,5

Created: 25.01.2023 17:35:32; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:37; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:42; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:47; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:35:52; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:36:03; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:36:03; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:36:08; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:36:31; Vehicle Id:  DD-1111-DD;  Summa: 3,5
Created: 25.01.2023 17:36:31; Vehicle Id:  DD-1111-DD;  Summa: 3,5



